timestamp,src,dst,l3,l4,sport,dport,length,apps
1756455547.124331,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.124426,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.124426,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.124589,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.124982,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.124982,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1442,https
1756455547.125153,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.12545,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.12545,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.125645,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.125928,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.130702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.130702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.130702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.130702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.130702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.130702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.130702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1382,https
1756455547.130702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.130702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.130702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.130702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.130702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,258,https
1756455547.130702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.131074,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.131229,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.131308,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.131367,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.131424,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.131493,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.13157,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.133925,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.138185,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.138185,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.138451,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.138733,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.138733,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.138733,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.138922,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.138997,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1310,https
1756455547.138997,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.138997,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1346,https
1756455547.138997,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.139115,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.139214,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.139295,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.139333,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.139333,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.139447,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.140074,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.140074,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.140223,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.140371,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.140371,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.140371,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.140534,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.140762,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.140762,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.140853,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.141376,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.141376,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.141535,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.142789,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,426,https
1756455547.142789,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.142976,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.143293,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.143427,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.143633,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.143954,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.143954,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.14407,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.144632,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.144632,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.144757,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.145264,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.145264,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.145493,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.145899,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.145899,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.146036,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.146545,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.146545,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.146689,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.147159,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.147159,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.14729,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.147903,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.148025,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.148462,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.148902,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.148902,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.149076,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.149484,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.149603,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.14971,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.149922,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.150181,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.150998,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.150998,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1094,https
1756455547.151273,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.153379,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.154021,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.154216,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.15446,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.155025,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.155025,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.155161,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.155464,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.15563,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.155656,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.156076,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.156076,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.156198,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.156761,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.156761,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.1569,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.157348,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.157348,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.157472,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.158023,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.15817,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.160778,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.160778,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.160778,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.160778,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.161092,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.161241,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.161445,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.161445,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.161684,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,474,https
1756455547.161716,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.162019,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.162165,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.162363,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.162363,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.162509,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.163143,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.163143,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.163231,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.163697,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.163697,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.163878,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.164797,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.164797,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.164908,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.164908,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.164943,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.165077,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.169585,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.169585,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.169737,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.170167,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.170167,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.170233,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.171097,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.171097,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.171302,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.171541,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.171541,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.171719,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.172098,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.172098,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.172244,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.172735,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.172735,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.172953,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.173382,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.173382,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,674,https
1756455547.173574,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.173834,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.173834,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.173987,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.175652,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.175998,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.175998,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.176165,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.176667,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.176667,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.176865,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.17749,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.17749,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.177789,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.177914,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.178091,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.178471,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.178471,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.178721,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.179177,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.179473,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.179473,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.17964,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.179888,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.180024,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.180673,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.180673,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.180893,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.180989,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.181265,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,894,https
1756455547.181265,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.181414,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.181948,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.182056,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.184835,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.184835,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.184835,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.184835,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.185017,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.185147,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.185409,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.185409,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.185554,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.186083,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.186083,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.186177,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.186702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.186702,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.186768,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.187382,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.187382,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.187441,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.188137,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.188137,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.188256,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.188645,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.188645,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.188924,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.189219,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.189608,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.189764,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.190205,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.193167,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.193167,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.193167,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.193167,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.193167,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.19335,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.193466,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.193553,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.193752,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.193752,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.193963,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.194248,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.194248,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,254,https
1756455547.19441,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.194645,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.194645,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.194727,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.195119,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.195119,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.195245,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.195761,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.195761,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.195888,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.196294,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.196294,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.196435,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.197071,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.197071,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.197304,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.198329,::,ff02::1:ff00:9402,IPv6,,,,78,
1756455547.198976,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.199311,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.199311,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.199457,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.199983,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.199983,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1314,https
1756455547.200109,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.20035,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.200424,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.200638,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.200985,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.200985,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.201034,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.201542,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1094,https
1756455547.201542,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.201589,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.202079,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.202079,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.20214,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.202689,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.202689,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.202767,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.20322,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.203313,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.204857,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.205191,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.205191,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.20533,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.205785,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.205785,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.205918,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.208977,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.208977,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.208977,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.208977,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.20936,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.20936,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.209481,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.209664,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,474,https
1756455547.209664,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.209858,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.209964,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.210055,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.210122,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.210194,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.210682,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.210835,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.210835,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.210925,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.212698,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.212698,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.212861,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.213266,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.213266,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.213403,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.213819,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.213819,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.213953,192.168.160.94,45.57.90.1,IPv4,TCP,62507,443,54,https
1756455547.21859,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.21859,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.21859,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.21859,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.21859,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.21859,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.21859,45.57.90.1,192.168.160.94,IPv4,TCP,443,62507,1514,https
1756455547.677459,192.168.160.94,45.57.90.1,IPv4,TCP,58512,443,54,https
1756455547.677801,45.57.90.1,192.168.160.94,IPv4,TCP,443,58512,1514,https
